"","tier","start","stop","duration","comment_clean","referent","relavence","classification","id","ant"
"453","Caregiver linguistic",294.75,295.59,0.84,"chicharos","chicharo",1,"relevant","232","label - object present"
"454","Caregiver linguistic",200.134,200.624,0.49,"chicharos","chicharo",1,"relevant","133","label - object present"
"455","Caregiver linguistic",339.606,340.339,0.733,"chicharos","chicharo",1,"relevant","133","label - object present"
"456","Caregiver linguistic",239.015,239.795,0.78,"chocolate","chocolate",0,"normal","370","label - object present"
"457","Caregiver linguistic",82.51,83.083,0.573,"cookie","cookie",0,"normal","190","label - object present"
"458","Caregiver linguistic",85.303,86.023,0.72,"cookie","cookie",0,"normal","354","label - object present"
"459","Caregiver linguistic",48.78,49.566,0.786,"cookie","cookie",0,"normal","140","label - object present"
"460","Caregiver linguistic",51.6,52.52,0.92,"cookie","cookie",0,"normal","140","label - object present"
"461","Caregiver linguistic",55.78,56.159,0.379,"cookie","cookie",0,"normal","140","label - object present"
"462","Caregiver linguistic",220.31,221.43,1.12,"cookie","cookie",0,"normal","140","label - object present"
"463","Caregiver linguistic",226.068,227.554,1.486,"cookie","cookie",0,"normal","140","label - object present"
"464","Caregiver linguistic",251.069,251.558,0.489,"cookie","cookie",0,"normal","109","label - object present"
"465","Caregiver linguistic",256.586,257.035,0.449,"cookie","cookie",0,"normal","109","label - object present"
"466","Caregiver linguistic",107.131,107.66,0.529,"cookie","cookie",0,"normal","133","label - object present"
"467","Caregiver linguistic",152.052,152.71,0.658,"cookie","cookie",0,"normal","133","label - object imaginary"
"468","Caregiver linguistic",260.921,261.596,0.675,"cookie","cookie",0,"normal","133","label - object present"
"469","Caregiver linguistic",89.432,89.772,0.34,"cookie","cookie",0,"normal","369","label - object present"
"470","Caregiver linguistic",90.049,90.489,0.44,"cookie","cookie",0,"normal","369","label - object present"
"471","Caregiver linguistic",283.307,283.844,0.537,"cookie","cookie",0,"normal","369","label - object present"
"472","Caregiver linguistic",284.676,285.488,0.812,"cookie","cookie",0,"normal","369","label - object present"
"473","Caregiver linguistic",286.263,287.028,0.765,"cookie","cookie",0,"normal","369","label - object present"
"474","Caregiver linguistic",135.434,135.917,0.483,"cookie","cookie",0,"normal","260","label - object present"
"475","Caregiver linguistic",227.911,228.547,0.636,"cookie","cookie",0,"normal","260","label - object present"
"476","Caregiver linguistic",58.57,59.51,0.94,"cookie","cookie",0,"normal","355","label - object present"
"477","Caregiver linguistic",69.693,70.433,0.74,"cookie","cookie",0,"normal","355","label - object present"
"478","Caregiver linguistic",124.999,125.533,0.534,"cookie","cookie",0,"normal","355","label - object present"
"479","Caregiver linguistic",126.32,126.76,0.44,"cookie","cookie",0,"normal","355","label - object present"
"480","Caregiver linguistic",130.332,130.819,0.487,"cookie","cookie",0,"normal","355","label - object present"
"481","Caregiver linguistic",157.999,158.679,0.68,"cookie","cookie",0,"normal","355","label - object present"
"482","Caregiver linguistic",159.699,160.259,0.56,"cookie","cookie",0,"normal","355","label - object present"
"483","Caregiver linguistic",192.07,193.01,0.94,"cookie","cookie",0,"normal","355","label - object present"
"484","Caregiver linguistic",193.98,194.58,0.6,"cookie","cookie",0,"normal","355","label - object present"
"485","Caregiver linguistic",289.148,289.861,0.713,"cookie","cookie",1,"relevant","355","label - object present"
"486","Caregiver linguistic",78.076,78.716,0.64,"cookie","cookie",1,"relevant","190","label - object present"
"487","Caregiver linguistic",106.328,107.318,0.99,"cookie","cookie",1,"relevant","414","label - object present"
"488","Caregiver linguistic",7.399,7.964,0.565,"cookie","cookie",1,"relevant","121","label - object present"
"489","Caregiver linguistic",288.266,289.196,0.93,"cookie","cookie",1,"relevant","150","label - object present"
"490","Caregiver linguistic",85.303,86.023,0.72,"cookie","cookie",1,"relevant","354","label - object present"
"491","Caregiver linguistic",79.073,79.866,0.793,"cookie","cookie",1,"relevant","109","label - object present"
"492","Caregiver linguistic",289.162,289.8,0.638,"cookie","cookie",1,"relevant","369","label - object present"
"493","Caregiver linguistic",291.522,292.2,0.678,"cookie","cookie",1,"relevant","369","label - object present"
"494","Caregiver linguistic",37.712,38.072,0.36,"cookie","cookie",1,"relevant","309","label - object present"
"495","Caregiver linguistic",181.693,182.413,0.72,"cuatro","cookie",0,"normal","168","label - object present"
"496","Caregiver linguistic",292.096,292.936,0.84,"cuatro","cookie",1,"relevant","150","label - object present"
"497","Caregiver linguistic",311.774,312.914,1.14,"cuatro","cookie",1,"relevant","168","label - object present"
"498","Caregiver linguistic",68.768,69.207,0.439,"cuchara","cuchara",0,"normal","190","label - object present"
"499","Caregiver linguistic",357.395,357.968,0.573,"cuchara","cuchara",0,"normal","433","label - object present"
"500","Caregiver linguistic",110.366,111.486,1.12,"cuchara","cuchara",0,"normal","444","label - object present"
"501","Caregiver linguistic",181.198,181.484,0.286,"cuchara","cuchara",1,"relevant","157","label - object present"
"502","Caregiver linguistic",246.153,247.02,0.867,"cuchara","cuchara",1,"relevant","157","label - object present"
"503","Caregiver linguistic",235.76,236.2,0.44,"cuchara","cuchara",0,"normal","431","label - object present"
"504","Caregiver linguistic",211.617,212.275,0.658,"cuchara","cuchara",0,"normal","121","label - object present"
"505","Caregiver linguistic",247.521,248.225,0.704,"cuchara","cuchara",0,"normal","121","label - object present"
"506","Caregiver linguistic",93.553,94.24,0.687,"cuchara","cuchara",0,"normal","150","label - object present"
"507","Caregiver linguistic",132.951,133.591,0.64,"cuchara","cuchara",0,"normal","168","label - object present"
"508","Caregiver linguistic",385.166,385.883,0.717,"cuchara","cuchara",0,"normal","141","label - object present"
"509","Caregiver linguistic",49.386,50.045,0.659,"cuchara","cuchara",0,"normal","308","label - object present"
"510","Caregiver linguistic",248.052,248.972,0.92,"cuchara","cuchara",0,"normal","140","label - object present"
"511","Caregiver linguistic",249.456,249.917,0.461,"cuchara","cuchara",0,"normal","140","label - object present"
"512","Caregiver linguistic",82.613,84.1,1.487,"cuchara","cuchara",0,"normal","182","label - object present"
"513","Caregiver linguistic",286.653,287.085,0.432,"cuchara","cuchara",0,"normal","182","label - object present"
"514","Caregiver linguistic",364.427,364.997,0.57,"cuchara","cuchara",0,"normal","182","label - object present"
"515","Caregiver linguistic",187.042,187.649,0.607,"cuchara","cuchara",0,"normal","411","label - object present"
"516","Caregiver linguistic",190.085,190.518,0.433,"cuchara","cuchara",0,"normal","411","label - object present"
"517","Caregiver linguistic",281.874,282.478,0.604,"cuchara","cuchara",0,"normal","401","label - object present"
"518","Caregiver linguistic",150.917,151.381,0.464,"cuchara","cuchara",0,"normal","105","label - object present"
"519","Caregiver linguistic",360.175,360.752,0.577,"cuchara","cuchara",0,"normal","105","label - object present"
"520","Caregiver linguistic",19.089,19.839,0.75,"cuchara","cuchara",0,"normal","109","label - object present"
"521","Caregiver linguistic",178.067,178.754,0.687,"cuchara","cuchara",0,"normal","193","label - object present"
"522","Caregiver linguistic",156.537,157.572,1.035,"cuchara","cuchara",0,"normal","400","label - object present"
"523","Caregiver linguistic",289.165,289.865,0.7,"cuchara","cuchara",0,"normal","400","label - object present"
"524","Caregiver linguistic",296.348,296.993,0.645,"cuchara","cuchara",0,"normal","133","label - object present"
"525","Caregiver linguistic",239.952,240.627,0.675,"cuchara","cuchara",0,"normal","196","label - object present"
"526","Caregiver linguistic",241.273,241.685,0.412,"cuchara","cuchara",0,"normal","196","label - object present"
"527","Caregiver linguistic",243.537,244.197,0.66,"cuchara","cuchara",0,"normal","196","label - object present"
"528","Caregiver linguistic",263.975,264.543,0.568,"cuchara","cuchara",0,"normal","196","label - object present"
"529","Caregiver linguistic",265.024,265.572,0.548,"cuchara","cuchara",0,"normal","196","label - object present"
"530","Caregiver linguistic",266.463,267.003,0.54,"cuchara","cuchara",0,"normal","196","label - object present"
"531","Caregiver linguistic",289.567,290.616,1.049,"cuchara","cuchara",0,"normal","196","label - object present"
"532","Caregiver linguistic",191.186,192.126,0.94,"cuchara","cuchara",0,"normal","351","label - object present"
"533","Caregiver linguistic",258.68,259.073,0.393,"cuchara","cuchara",0,"normal","351","label - object present"
"534","Caregiver linguistic",298.3,299.34,1.04,"cuchara","cuchara",0,"normal","084","label - object present"
"535","Caregiver linguistic",307.77,308.97,1.2,"cuchara","cuchara",0,"normal","084","label - object present"
"536","Caregiver linguistic",176.852,177.357,0.505,"cuchara","cuchara",0,"normal","260","label - object present"
"537","Caregiver linguistic",60.526,61.16,0.634,"cuchara","cuchara",0,"normal","355","label - object present"
"538","Caregiver linguistic",62.502,62.963,0.461,"cuchara","cuchara",0,"normal","355","label - object present"
"539","Caregiver linguistic",64.193,64.713,0.52,"cuchara","cuchara",0,"normal","355","label - object present"
"540","Caregiver linguistic",66.743,67.243,0.5,"cuchara","cuchara",0,"normal","355","label - object present"
"541","Caregiver linguistic",70.949,71.483,0.534,"cuchara","cuchara",0,"normal","355","label - object present"
"542","Caregiver linguistic",73.103,73.763,0.66,"cuchara","cuchara",0,"normal","355","label - object present"
"543","Caregiver linguistic",84.058,84.645,0.587,"cuchara","cuchara",0,"normal","355","label - object present"
"544","Caregiver linguistic",89.411,90.131,0.72,"cuchara","cuchara",0,"normal","355","label - object present"
"545","Caregiver linguistic",143.7,144.255,0.555,"cuchara","cuchara",0,"normal","355","label - object present"
"546","Caregiver linguistic",166.318,166.799,0.481,"cuchara","cuchara",0,"normal","355","label - object present"
"547","Caregiver linguistic",304.755,305.501,0.746,"cuchara","cuchara",0,"normal","355","label - object present"
"548","Caregiver linguistic",46.986,47.62,0.634,"cuchara","cuchara",0,"normal","145","label - object present"
"549","Caregiver linguistic",178.086,179.056,0.97,"cuchara","cuchara",0,"normal","145","label - object present"
"550","Caregiver linguistic",61.586,62.646,1.06,"cuchara","cuchara",1,"relevant","190","label - object present"
"551","Caregiver linguistic",316.708,317.513,0.805,"cuchara","cuchara",1,"relevant","417","label - object present"
"552","Caregiver linguistic",168.46,169.25,0.79,"cuchara","cuchara",1,"relevant","414","label - object present"
"553","Caregiver linguistic",89.192,89.718,0.526,"cuchara","cuchara",1,"relevant","157","label - object present"
"554","Caregiver linguistic",243.837,244.477,0.64,"cuchara","cuchara",1,"relevant","157","label - object present"
"555","Caregiver linguistic",247.419,247.992,0.573,"cuchara","cuchara",1,"relevant","157","label - object present"
"556","Caregiver linguistic",249.816,250.856,1.04,"cuchara","cuchara",1,"relevant","157","label - object present"
"557","Caregiver linguistic",226.765,227.22,0.455,"cuchara","cuchara",1,"relevant","431","label - object present"
"558","Caregiver linguistic",282.067,283.594,1.527,"cuchara","cuchara",1,"relevant","141","label - object present"
"559","Caregiver linguistic",304.71,305.46,0.75,"cuchara","cuchara",1,"relevant","372","label - object present"
"560","Caregiver linguistic",251.281,253.101,1.82,"cuchara","cuchara",1,"relevant","140","label - object present"
"561","Caregiver linguistic",366.392,366.982,0.59,"cuchara","cuchara",1,"relevant","182","label - object present"
"562","Caregiver linguistic",252.401,252.87,0.469,"cuchara","cuchara",1,"relevant","415","label - object present"
"563","Caregiver linguistic",261.505,261.954,0.449,"cuchara","cuchara",1,"relevant","401","label - object present"
"564","Caregiver linguistic",211.076,212.197,1.121,"cuchara","cuchara",1,"relevant","109","label - object present"
"565","Caregiver linguistic",218.356,219.339,0.983,"cuchara","cuchara",1,"relevant","109","label - object present"
"566","Caregiver linguistic",225.355,226.022,0.667,"cuchara","cuchara",1,"relevant","109","label - object present"
"567","Caregiver linguistic",238.496,239.305,0.809,"cuchara","cuchara",1,"relevant","109","label - object present"
"568","Caregiver linguistic",300.076,300.77,0.694,"cuchara","cuchara",1,"relevant","133","label - object present"
"569","Caregiver linguistic",319.6,319.882,0.282,"cuchara","cuchara",1,"relevant","351","label - object present"
"570","Caregiver linguistic",320.337,320.815,0.478,"cuchara","cuchara",1,"relevant","351","label - object present"
"571","Caregiver linguistic",122.821,123.342,0.521,"cuchara","cuchara",1,"relevant","309","label - object present"
"572","Caregiver linguistic",123.968,124.609,0.641,"cuchara","cuchara",1,"relevant","309","label - object present"
"573","Caregiver linguistic",211.375,212.592,1.217,"cuchara","cuchara",1,"relevant","309","label - object present"
"574","Caregiver linguistic",171.009,172.021,1.012,"cuchara","cuchara",1,"relevant","355","label - object present"
"575","Caregiver linguistic",308.137,309.017,0.88,"cuchara","cuchara",1,"relevant","355","label - object present"
"576","Caregiver linguistic",332.946,333.322,0.376,"cuchara","cuchara",1,"relevant","145","label - object present"
"577","Caregiver linguistic",141.424,142.731,1.307,"cucharas","cuchara",1,"relevant","168","label - object present"
"578","Caregiver linguistic",315.18,316.24,1.06,"cucharita","cuchara",1,"relevant","444","label - object present"
"579","Caregiver linguistic",250.237,250.83,0.593,"cucharota","cuchara",0,"normal","196","label - object present"
"580","Caregiver linguistic",229.146,229.989,0.843,"cuchillita","cuchillo",0,"normal","193","label - object present"
"581","Caregiver linguistic",38.243,38.986,0.743,"cuchillito","cuchillo",0,"normal","401","label - object present"
"582","Caregiver linguistic",40.743,41.433,0.69,"cuchillito","cuchillo",1,"relevant","401","label - object present"
"583","Caregiver linguistic",249.853,250.469,0.616,"cuchillito","cuchillo",1,"relevant","401","label - object present"
"584","Caregiver linguistic",368.602,369.131,0.529,"cuchillito","cuchillo",1,"relevant","260","label - object present"
"585","Caregiver linguistic",75.276,76.236,0.96,"cuchillo","cuchillo",0,"normal","433","label - object present"
"586","Caregiver linguistic",151.657,152.187,0.53,"cuchillo","cuchillo",0,"normal","150","label - object present"
"587","Caregiver linguistic",185.823,186.676,0.853,"cuchillo","cuchillo",0,"normal","436","label - object present"
"588","Caregiver linguistic",124.985,125.898,0.913,"cuchillo","cuchillo",0,"normal","192","label - object present"
"589","Caregiver linguistic",129.106,129.418,0.312,"cuchillo","cuchillo",0,"normal","192","label - object present"
"590","Caregiver linguistic",157.374,157.794,0.42,"cuchillo","cuchillo",0,"normal","192","label - object present"
"591","Caregiver linguistic",341.85,342.282,0.432,"cuchillo","cuchillo",0,"normal","182","label - object present"
"592","Caregiver linguistic",306.296,306.916,0.62,"cuchillo","cuchillo",0,"normal","415","label - object present"
"593","Caregiver linguistic",309.092,309.322,0.23,"cuchillo","cuchillo",0,"normal","415","label - object present"
"594","Caregiver linguistic",247.986,248.506,0.52,"cuchillo","cuchillo",0,"normal","401","label - object present"
"595","Caregiver linguistic",139.669,140.274,0.605,"cuchillo","cuchillo",0,"normal","232","label - object present"
"596","Caregiver linguistic",70.536,71.444,0.908,"cuchillo","cuchillo",0,"normal","109","label - object present"
"597","Caregiver linguistic",203.541,204.213,0.672,"cuchillo","cuchillo",0,"normal","109","label - object present"
"598","Caregiver linguistic",221.496,222.29,0.794,"cuchillo","cuchillo",0,"normal","109","label - object present"
"599","Caregiver linguistic",300.52,301.46,0.94,"cuchillo","cuchillo",0,"normal","084","label - object present"
"600","Caregiver linguistic",310.29,310.76,0.47,"cuchillo","cuchillo",0,"normal","084","label - object present"
"601","Caregiver linguistic",272.315,272.733,0.418,"cuchillo","cuchillo",0,"normal","145","label - object present"
"602","Caregiver linguistic",289.118,289.722,0.604,"cuchillo","cuchillo",0,"normal","145","label - object present"
"603","Caregiver linguistic",290.187,290.975,0.788,"cuchillo","cuchillo",1,"relevant","417","label - object present"
"604","Caregiver linguistic",322.049,322.587,0.538,"cuchillo","cuchillo",1,"relevant","417","label - object present"
"605","Caregiver linguistic",186.62,187.06,0.44,"cuchillo","cuchillo",1,"relevant","431","label - object present"
"606","Caregiver linguistic",264.755,265.25,0.495,"cuchillo","cuchillo",1,"relevant","431","label - object present"
"607","Caregiver linguistic",402.508,402.94,0.432,"cuchillo","cuchillo",1,"relevant","310","label - object present"
"608","Caregiver linguistic",404.065,404.663,0.598,"cuchillo","cuchillo",1,"relevant","310","label - object present"
"609","Caregiver linguistic",292.272,292.832,0.56,"cuchillo","cuchillo",1,"relevant","141","label - object present"
"610","Caregiver linguistic",60.973,61.82,0.847,"cuchillo","cuchillo",1,"relevant","436","label - object present"
"611","Caregiver linguistic",232.183,233.383,1.2,"cuchillo","cuchillo",1,"relevant","436","label - object present"
"612","Caregiver linguistic",333.149,333.468,0.319,"cuchillo","cuchillo",1,"relevant","192","label - object present"
"613","Caregiver linguistic",253.195,254.195,1,"cuchillo","cuchillo",1,"relevant","140","label - object present"
"614","Caregiver linguistic",246.069,246.599,0.53,"cuchillo","cuchillo",1,"relevant","415","label - object present"
"615","Caregiver linguistic",68.638,69.535,0.897,"cuchillo","cuchillo",0,"normal","109","label - negation"
"616","Caregiver linguistic",198.446,199.618,1.172,"cuchillo","cuchillo",1,"relevant","109","label - object present"
"617","Caregiver linguistic",246.385,247.453,1.068,"cuchillo","cuchillo",1,"relevant","109","label - object present"
"618","Caregiver linguistic",169.837,171.217,1.38,"cuchillo","cuchillo",1,"relevant","309","label - object present"
"619","Caregiver linguistic",295.266,295.764,0.498,"cuchillo","cuchillo",1,"relevant","145","label - object present"
"620","Caregiver linguistic",248.333,248.923,0.59,"cuchillos","cuchillo",0,"normal","415","label - object present"
"621","Caregiver linguistic",227.489,228.646,1.157,"cudichita","cuchara",0,"normal","193","label - object present"
"622","Caregiver linguistic",25.434,25.814,0.38,"dos","dos",0,"normal","417","label - negation"
"623","Caregiver linguistic",27.615,27.835,0.22,"dos","dos",0,"normal","417","label - object present"
"624","Caregiver linguistic",28.332,28.771,0.439,"dos","dos",0,"normal","168","label - object present"
"625","Caregiver linguistic",201.52,203.24,1.72,"dos","dos",0,"normal","351","label - object present"
"626","Caregiver linguistic",208.18,209.26,1.08,"dos","dos",0,"normal","351","label - object present"
"627","Caregiver linguistic",243.802,244.177,0.375,"dos","dos",1,"relevant","431","label - object present"
"628","Caregiver linguistic",142.735,143.212,0.477,"dos","dos",1,"relevant","146","label - object present"
"629","Caregiver linguistic",178.713,179.513,0.8,"dos","dos",1,"relevant","168","label - object present"
"630","Caregiver linguistic",135.27,135.665,0.395,"ejote","chicharo",1,"relevant","431","label - object present"
"631","Caregiver linguistic",137.12,138.066,0.946,"ejote","chicharo",0,"normal","308","label - object present"
"632","Caregiver linguistic",129.403,129.76,0.357,"ejote","chicharo",1,"relevant","431","label - object present"
"633","Caregiver linguistic",131.906,132.498,0.592,"ejote","chicharo",1,"relevant","308","label - object present"
"634","Caregiver linguistic",67.314,67.99,0.676,"ejotes","chicharo",1,"relevant","431","label - object present"
"635","Caregiver linguistic",125.985,126.565,0.58,"ejotes","chicharo",1,"relevant","431","label - object present"
"636","Caregiver linguistic",18.861,19.961,1.1,"elote","elote",0,"normal","190","label - object present"
"637","Caregiver linguistic",20.359,21.039,0.68,"elote","elote",0,"normal","190","label - object present"
"638","Caregiver linguistic",22.935,23.895,0.96,"elote","elote",0,"normal","190","label - object present"
"639","Caregiver linguistic",25.678,26.912,1.234,"elote","elote",0,"normal","190","label - object present"
"640","Caregiver linguistic",191.955,192.477,0.522,"elote","elote",1,"relevant","150","label - object present"
"641","Caregiver linguistic",209.882,210.615,0.733,"elote","elote",0,"normal","150","label - object present"
"642","Caregiver linguistic",204.713,205.533,0.82,"elote","elote",0,"normal","168","label - object present"
"643","Caregiver linguistic",209.829,210.376,0.547,"elote","elote",0,"normal","168","label - object present"
"644","Caregiver linguistic",75.033,76.433,1.4,"elote","elote",1,"relevant","354","label - object present"
"645","Caregiver linguistic",158.505,159.395,0.89,"elote","elote",0,"normal","370","label - object present"
"646","Caregiver linguistic",68.556,69.176,0.62,"elote","elote",0,"normal","141","label - object present"
"647","Caregiver linguistic",111.677,112.108,0.431,"elote","elote",0,"normal","141","label - object present"
"648","Caregiver linguistic",141.005,141.594,0.589,"elote","elote",0,"normal","141","label - object present"
"649","Caregiver linguistic",208.639,209.054,0.415,"elote","elote",0,"normal","141","label - object present"
"650","Caregiver linguistic",211.2,211.668,0.468,"elote","elote",0,"normal","141","label - object present"
"651","Caregiver linguistic",227.141,227.536,0.395,"elote","elote",0,"normal","141","label - object present"
"652","Caregiver linguistic",228.132,228.543,0.411,"elote","elote",0,"normal","141","label - object present"
"653","Caregiver linguistic",159.5,160.82,1.32,"elote","elote",0,"normal","436","label - object present"
"654","Caregiver linguistic",236.647,237.48,0.833,"elote","elote",0,"normal","192","label - object present"
"655","Caregiver linguistic",67.424,68.321,0.897,"elote","elote",0,"normal","401","label - object present"
"656","Caregiver linguistic",282.018,282.801,0.783,"elote","elote",0,"normal","109","label - object present"
"657","Caregiver linguistic",302.592,303.337,0.745,"elote","elote",0,"normal","109","label - object present"
"658","Caregiver linguistic",304.309,304.933,0.624,"elote","elote",0,"normal","109","label - object present"
"659","Caregiver linguistic",312.651,313.382,0.731,"elote","elote",0,"normal","109","label - object present"
"660","Caregiver linguistic",305.833,306.966,1.133,"elote","elote",0,"normal","196","label - object present"
"661","Caregiver linguistic",341.367,341.892,0.525,"elote","elote",0,"normal","196","label - object present"
"662","Caregiver linguistic",68.18,69.2,1.02,"elote","elote",0,"normal","445","label - object present"
"663","Caregiver linguistic",106.675,107.752,1.077,"elote","elote",0,"normal","309","label - object present"
"664","Caregiver linguistic",38.59,39.79,1.2,"elote","elote",0,"normal","260","label - object present"
"665","Caregiver linguistic",327.127,327.805,0.678,"elote","elote",0,"normal","145","label - object present"
"666","Caregiver linguistic",245.36,246.58,1.22,"elote","elote",1,"relevant","444","label - object present"
"667","Caregiver linguistic",192.713,193.73,1.017,"elote","elote",1,"relevant","417","label - object present"
"668","Caregiver linguistic",58.26,59.1,0.84,"elote","elote",1,"relevant","157","label - object present"
"669","Caregiver linguistic",59.56,60.72,1.16,"elote","elote",1,"relevant","157","label - object present"
"670","Caregiver linguistic",37.137,37.617,0.48,"elote","elote",1,"relevant","431","label - object present"
"671","Caregiver linguistic",38.545,39.127,0.582,"elote","elote",1,"relevant","431","label - object present"
"672","Caregiver linguistic",173.846,174.896,1.05,"elote","elote",1,"relevant","150","label - object present"
"673","Caregiver linguistic",193.121,193.524,0.403,"elote","elote",1,"relevant","150","label - object present"
"674","Caregiver linguistic",131.798,132.938,1.14,"elote","elote",1,"relevant","114","label - object present"
"675","Caregiver linguistic",198.159,198.773,0.614,"elote","elote",1,"relevant","168","label - object present"
"676","Caregiver linguistic",201.693,202.153,0.46,"elote","elote",1,"relevant","168","label - object present"
"677","Caregiver linguistic",65.456,67.099,1.643,"elote","elote",1,"relevant","141","label - object present"
"678","Caregiver linguistic",118.25,119.01,0.76,"elote","elote",1,"relevant","372","label - object present"
"679","Caregiver linguistic",174.423,174.912,0.489,"elote","elote",1,"relevant","182","label - object present"
"680","Caregiver linguistic",178.125,178.627,0.502,"elote","elote",1,"relevant","182","label - object present"
"681","Caregiver linguistic",182.233,182.751,0.518,"elote","elote",1,"relevant","182","label - object present"
"682","Caregiver linguistic",195.753,196.244,0.491,"elote","elote",1,"relevant","232","label - object present"
"683","Caregiver linguistic",114.448,115.542,1.094,"elote","elote",1,"relevant","105","label - object present"
"684","Caregiver linguistic",294.693,295.313,0.62,"elote","elote",1,"relevant","109","label - object present"
"685","Caregiver linguistic",24.522,26.102,1.58,"elote","elote",1,"relevant","309","label - object present"
"686","Caregiver linguistic",28.289,29.529,1.24,"elote","elote",1,"relevant","309","label - object present"
"687","Caregiver linguistic",255.334,256.201,0.867,"elote","elote",1,"relevant","309","label - object present"
"688","Caregiver linguistic",302.911,303.993,1.082,"elote","elote",1,"relevant","309","label - object present"
"689","Caregiver linguistic",80.133,81.019,0.886,"elote","elote",1,"relevant","355","label - object present"
"690","Caregiver linguistic",98.691,100.055,1.364,"elote","elote",1,"relevant","145","label - object present"
"691","Caregiver linguistic",102.843,103.52,0.677,"elote","elote",1,"relevant","145","label - object present"
"692","Caregiver linguistic",123.109,124.109,1,"elotes","elote",0,"normal","354","label - object present"
"693","Caregiver linguistic",160.312,161.058,0.746,"elotes","elote",0,"normal","354","label - object present"
"694","Caregiver linguistic",346.63,347.335,0.705,"elotes","elote",0,"normal","105","label - object present"
"695","Caregiver linguistic",79.273,79.973,0.7,"elotes","elote",1,"relevant","354","label - object present"
"696","Caregiver linguistic",269.311,270.051,0.74,"elotes","elote",1,"relevant","260","label - object present"
"697","Caregiver linguistic",287.177,287.82,0.643,"elotito","elote",0,"normal","109","label - object present"
"698","Caregiver linguistic",315.555,316.279,0.724,"elotito","elote",0,"normal","109","label - object present"
"699","Caregiver linguistic",206.61,207.405,0.795,"ensalada","lechuga",0,"normal","431","label - object present"
"700","Caregiver linguistic",299.985,300.622,0.637,"ensalada","lechuga",0,"normal","431","label - object present"
"701","Caregiver linguistic",302.728,303.196,0.468,"ensalada","lechuga",0,"normal","431","label - object present"
"702","Caregiver linguistic",308.399,308.845,0.446,"ensalada","lechuga",0,"normal","431","label - object present"
"703","Caregiver linguistic",309.667,310.143,0.476,"ensalada","lechuga",0,"normal","431","label - object present"
"704","Caregiver linguistic",260.461,261.348,0.887,"ensalada","lechuga",0,"normal","308","label - object imaginary"
"705","Caregiver linguistic",91.91,92.515,0.605,"ensalada","lechuga",1,"relevant","431","label - object imaginary"
"706","Caregiver linguistic",94.396,94.93,0.534,"ensalada","lechuga",1,"relevant","431","label - object present"
"707","Caregiver linguistic",133.46,134.28,0.82,"fresa","fresa",0,"normal","190","label - object present"
"708","Caregiver linguistic",276.386,276.778,0.392,"fresa","fresa",0,"normal","417","label - object present"
"709","Caregiver linguistic",169.979,170.919,0.94,"fresa","fresa",0,"normal","157","label - object present"
"710","Caregiver linguistic",176.189,176.929,0.74,"fresa","fresa",0,"normal","157","label - object present"
"711","Caregiver linguistic",209.994,210.304,0.31,"fresa","fresa",0,"normal","431","label - object present"
"712","Caregiver linguistic",215.155,215.505,0.35,"fresa","fresa",0,"normal","431","label - object present"
"713","Caregiver linguistic",222.07,222.455,0.385,"fresa","fresa",0,"normal","431","label - object present"
"714","Caregiver linguistic",223.727,224.237,0.51,"fresa","fresa",0,"normal","431","label - object present"
"715","Caregiver linguistic",139.34,140.587,1.247,"fresa","fresa",0,"normal","310","label - object present"
"716","Caregiver linguistic",143.576,144.402,0.826,"fresa","fresa",0,"normal","310","label - object present"
"717","Caregiver linguistic",315.533,316.16,0.627,"fresa","fresa",0,"normal","310","label - object present"
"718","Caregiver linguistic",62.38,63.046,0.666,"fresa","fresa",0,"normal","168","label - object present"
"719","Caregiver linguistic",89.643,90.296,0.653,"fresa","fresa",0,"normal","168","label - object present"
"720","Caregiver linguistic",195.649,196.143,0.494,"fresa","fresa",0,"normal","168","label - object present"
"721","Caregiver linguistic",207.325,208.155,0.83,"fresa","fresa",0,"normal","370","label - object present"
"722","Caregiver linguistic",60.006,60.665,0.659,"fresa","fresa",0,"normal","141","label - object present"
"723","Caregiver linguistic",272.777,273.573,0.796,"fresa","fresa",0,"normal","141","label - object present"
"724","Caregiver linguistic",306.321,306.881,0.56,"fresa","fresa",0,"normal","308","label - object present"
"725","Caregiver linguistic",308.108,308.801,0.693,"fresa","fresa",0,"normal","308","label - object present"
"726","Caregiver linguistic",310.581,311.207,0.626,"fresa","fresa",0,"normal","308","label - object present"
"727","Caregiver linguistic",316.011,316.631,0.62,"fresa","fresa",0,"normal","308","label - object present"
"728","Caregiver linguistic",325.498,326.118,0.62,"fresa","fresa",0,"normal","140","label - object present"
"729","Caregiver linguistic",175.833,176.213,0.38,"fresa","fresa",0,"normal","411","label - object present"
"730","Caregiver linguistic",58.973,59.708,0.735,"fresa","fresa",0,"normal","401","label - object present"
"731","Caregiver linguistic",270.208,270.877,0.669,"fresa","fresa",0,"normal","109","label - object present"
"732","Caregiver linguistic",48.413,48.84,0.427,"fresa","fresa",0,"normal","196","label - object present"
"733","Caregiver linguistic",50.156,50.77,0.614,"fresa","fresa",0,"normal","196","label - object present"
"734","Caregiver linguistic",78.154,78.557,0.403,"fresa","fresa",0,"normal","196","label - object present"
"735","Caregiver linguistic",80.392,80.914,0.522,"fresa","fresa",0,"normal","196","label - object present"
